
-------------------- Trial 0  --------------------
1311 emam emam:0.9685878567059634 shah:0.03141214329403671 
791 shah shah:0.9999909144628418 emam:9.08553715816607E-6 
1673 emam emam:0.9579108004109224 shah:0.04208919958907761 
1917 emam emam:0.9340296439252311 shah:0.06597035607476891 
1897 emam emam:0.8636108709798448 shah:0.1363891290201552 
1092 emam emam:0.9939275707076786 shah:0.006072429292321517 
798 emam emam:0.934921075530481 shah:0.06507892446951904 
440 shah emam:0.6441276322291224 shah:0.3558723677708777 
465 shah shah:0.9821561026282754 emam:0.017843897371724666 
21 emam emam:0.9832872894210605 shah:0.016712710578939416 
2123 emam emam:0.8834087073174318 shah:0.11659129268256811 
1143 emam emam:0.9962853403316233 shah:0.0037146596683766135 
2125 emam emam:0.9086200241809976 shah:0.09137997581900237 
2740 emam emam:0.9139666922348018 shah:0.08603330776519816 
2695 emam emam:0.9842775859516354 shah:0.01572241404836466 
1425 emam emam:0.9955791328862366 shah:0.004420867113763495 
196 shah emam:0.5070475715405083 shah:0.4929524284594917 
1551 emam emam:0.9274846960659938 shah:0.07251530393400614 
826 shah shah:0.9601295313658612 emam:0.03987046863413872 
2231 emam emam:0.8661522364392821 shah:0.13384776356071787 
1553 emam emam:0.911899475141505 shah:0.08810052485849493 
80 emam emam:0.9733525723376582 shah:0.026647427662341835 
2012 emam emam:0.8919793533403408 shah:0.10802064665965919 
2339 emam emam:0.9954707739132166 shah:0.0045292260867834545 
2666 emam emam:0.9998467782213022 shah:1.5322177869781683E-4 
2405 emam emam:0.7305694544182093 shah:0.26943054558179075 
264 emam emam:0.6864006262032251 shah:0.31359937379677494 
3035 emam emam:0.9889243549698937 shah:0.011075645030106314 
808 emam emam:0.8562563525980471 shah:0.14374364740195295 
2193 emam emam:0.9926996929767045 shah:0.00730030702329557 
171 emam emam:0.6719616422591347 shah:0.32803835774086537 
554 shah shah:0.5450587095859456 emam:0.4549412904140544 
847 shah shah:0.6953329600766586 emam:0.30466703992334143 
859 shah shah:0.9937317656267378 emam:0.006268234373262288 
207 shah emam:0.8123104672140146 shah:0.18768953278598538 
232 emam emam:0.9573029521796854 shah:0.0426970478203146 
831 emam emam:0.7850695176407645 shah:0.21493048235923554 
703 emam emam:0.9443859153271018 shah:0.05561408467289814 
144 emam emam:0.955970114292506 shah:0.04402988570749404 
982 emam emam:0.9703302391893183 shah:0.0296697608106817 
366 shah shah:0.8118171892205226 emam:0.18818281077947732 
2939 emam emam:0.9906084231859863 shah:0.009391576814013567 
872 shah shah:0.9811636527180111 emam:0.01883634728198894 
264 shah shah:0.9934931776681656 emam:0.006506822331834504 
2629 emam emam:0.9999517396886805 shah:4.826031131954155E-5 
1628 emam emam:0.9947056850605377 shah:0.005294314939462289 
2074 emam emam:0.947999690601336 shah:0.05200030939866397 
2980 emam emam:0.8465373819565674 shah:0.1534626180434326 
580 shah shah:0.6444853490316954 emam:0.3555146509683046 
475 emam emam:0.8729112563392747 shah:0.12708874366072523 
2553 emam emam:0.9714458904998071 shah:0.028554109500192833 
2611 emam emam:0.9828308109839988 shah:0.017169189016001153 
271 emam emam:0.9812461503464335 shah:0.01875384965356647 
362 emam emam:0.984182575786639 shah:0.01581742421336093 
2577 emam emam:0.9971018011618125 shah:0.002898198838187502 
649 emam emam:0.9990323704601587 shah:9.676295398412878E-4 
1908 emam emam:0.923833175505946 shah:0.07616682449405406 
18 shah shah:0.8433995480301169 emam:0.15660045196988326 
2210 emam emam:0.8935240730189433 shah:0.10647592698105675 
1864 emam emam:0.6007463914904699 shah:0.39925360850953007 
209 emam emam:0.7609131264778972 shah:0.2390868735221028 
2827 emam emam:0.8008916168246899 shah:0.1991083831753101 
505 emam emam:0.9891310460664406 shah:0.01086895393355925 
679 emam emam:0.9967437151166697 shah:0.00325628488333017 
2562 emam emam:0.8016744552146885 shah:0.19832554478531142 
308 emam emam:0.9274907280239949 shah:0.07250927197600514 
2369 emam emam:0.8909580059451074 shah:0.10904199405489247 
821 shah shah:0.999579289575565 emam:4.207104244349608E-4 
509 emam emam:0.998355306081982 shah:0.0016446939180179468 
138 shah emam:0.7850695176407645 shah:0.21493048235923554 
1651 emam emam:0.9551763108899947 shah:0.044823689110005296 
547 shah emam:0.6389075526908644 shah:0.36109244730913564 
1063 emam emam:0.8941676774492797 shah:0.10583232255072024 
2459 emam emam:0.9784648080824738 shah:0.021535191917526047 
2702 emam emam:0.9879503297190855 shah:0.012049670280914583 
206 shah shah:0.8048784653660549 emam:0.19512153463394502 
1235 emam emam:0.8645304797982521 shah:0.13546952020174785 
1497 emam emam:0.9875523944937038 shah:0.012447605506296176 
2249 emam emam:0.9266529105172977 shah:0.07334708948270237 
960 emam emam:0.7063209255764494 shah:0.2936790744235505 
1932 emam emam:0.7677484469583755 shah:0.2322515530416245 
297 shah shah:0.7241158080328883 emam:0.27588419196711167 
1252 emam emam:0.9911434618442619 shah:0.008856538155738001 
2942 emam emam:0.9485269327065642 shah:0.05147306729343578 
2104 emam emam:0.7573231450428687 shah:0.24267685495713137 
301 emam emam:0.9910365822511299 shah:0.008963417748870073 
1954 emam emam:0.9999819064674712 shah:1.8093532528642766E-5 
747 shah emam:0.8174495498007129 shah:0.18255045019928715 
348 shah emam:0.514140079070283 shah:0.48585992092971697 
2767 emam emam:0.894862697111163 shah:0.1051373028888371 
1964 emam emam:0.9845958543834946 shah:0.01540414561650532 
368 emam emam:0.9197405857318665 shah:0.08025941426813356 
2036 emam emam:0.8339523777180742 shah:0.1660476222819259 
161 emam emam:0.8898791040415964 shah:0.11012089595840359 
631 emam emam:0.9917942650727914 shah:0.0082057349272085 
45 shah emam:0.8097858912181781 shah:0.19021410878182185 
1697 emam emam:0.8229927297937774 shah:0.1770072702062226 
886 shah shah:0.9985077023865813 emam:0.0014922976134187954 
996 emam emam:0.8975972202753206 shah:0.1024027797246794 
732 emam emam:0.8229927297937774 shah:0.1770072702062226 
2033 emam emam:0.9709055853778586 shah:0.029094414622141296 
2863 emam emam:0.9966018713096455 shah:0.0033981286903545464 
469 shah emam:0.602774340847989 shah:0.3972256591520109 
1889 emam emam:0.9739805863668787 shah:0.0260194136331213 
2197 emam emam:0.9938139165913432 shah:0.0061860834086567285 
2324 emam emam:0.9987422805693907 shah:0.001257719430609274 
174 emam emam:0.8229927297937774 shah:0.1770072702062226 
1082 emam emam:0.6500589359250144 shah:0.3499410640749856 
2152 emam emam:0.9020775153716962 shah:0.09792248462830382 
233 shah shah:0.7790242458630477 emam:0.22097575413695233 
722 shah emam:0.7235564827532825 shah:0.2764435172467175 
769 emam emam:0.9106753647904111 shah:0.08932463520958892 
603 emam emam:0.7055211068701567 shah:0.29447889312984327 
1521 emam emam:0.9975294500649942 shah:0.0024705499350058053 
1854 emam emam:0.7469688872610163 shah:0.2530311127389836 
970 emam emam:0.988040687945213 shah:0.011959312054786946 
1120 emam emam:0.7705700497026948 shah:0.22942995029730515 
184 emam emam:0.9987546556964267 shah:0.001245344303573237 
2322 emam emam:0.9468113077535383 shah:0.0531886922464617 
672 emam emam:0.8229927297937774 shah:0.1770072702062226 
374 emam emam:0.7565376833599057 shah:0.24346231664009432 
70 emam emam:0.905973786394774 shah:0.09402621360522606 
1892 emam shah:0.5373021792327811 emam:0.4626978207672188 
1973 emam emam:0.956554579138288 shah:0.043445420861711936 
585 shah shah:0.999999959766742 emam:4.0233258012403894E-8 
2958 emam emam:0.9897429433862096 shah:0.010257056613790439 
283 shah shah:0.9992696368708097 emam:7.30363129190203E-4 
1316 emam emam:0.9967897569575361 shah:0.003210243042463873 
1034 emam emam:0.7948388921884322 shah:0.2051611078115679 
548 shah shah:0.6713185788869174 emam:0.3286814211130827 
2097 emam emam:0.8974270739695109 shah:0.10257292603048913 
2258 emam emam:0.9922672059376788 shah:0.0077327940623211815 
56 emam emam:0.8466045781299955 shah:0.15339542187000457 
114 shah shah:0.9967671065857563 emam:0.003232893414243776 
2468 emam emam:0.8323965908197137 shah:0.16760340918028627 
2290 emam emam:0.9916481025985493 shah:0.008351897401450637 
253 emam emam:0.9997080075125776 shah:2.9199248742230855E-4 
995 emam emam:0.985345657457337 shah:0.014654342542662922 
424 shah emam:0.904117186200541 shah:0.09588281379945884 
2761 emam emam:0.9773759011678275 shah:0.022624098832172524 
2488 emam emam:0.9949488027089891 shah:0.005051197291010813 
753 emam emam:0.8596312653895807 shah:0.14036873461041918 
232 shah emam:0.7684449773021464 shah:0.23155502269785366 
2510 emam emam:0.5991990726072424 shah:0.4008009273927576 
583 shah shah:0.9993267656630384 emam:6.732343369616305E-4 
532 shah emam:0.8287476901423388 shah:0.17125230985766118 
900 emam emam:0.9920398708019512 shah:0.007960129198048765 
2103 emam emam:0.8676753776725187 shah:0.13232462232748124 
1404 emam emam:0.8348363874642363 shah:0.16516361253576373 
1412 emam emam:0.8154973210245982 shah:0.18450267897540173 
2774 emam emam:0.9906135692709679 shah:0.009386430729032084 
2833 emam emam:0.8703344822938079 shah:0.1296655177061921 
1782 emam emam:0.954312946219248 shah:0.0456870537807519 
319 shah shah:0.7448850895545593 emam:0.25511491044544066 
251 shah emam:0.8229927297937774 shah:0.1770072702062226 
2413 emam emam:0.7850695176407645 shah:0.21493048235923554 
461 emam emam:0.9877769263276205 shah:0.012223073672379504 
1225 emam emam:0.9606975738382261 shah:0.03930242616177394 
174 shah shah:0.9514616584118806 emam:0.04853834158811948 
90 shah emam:0.5002726145004224 shah:0.4997273854995777 
281 emam emam:0.7155785676179787 shah:0.2844214323820213 
1698 emam emam:0.8064274674861894 shah:0.19357253251381062 
564 emam emam:0.7197637643570971 shah:0.2802362356429029 
92 emam emam:0.957977491501093 shah:0.04202250849890683 
2731 emam emam:0.9978578203662978 shah:0.00214217963370221 
255 shah shah:0.517658943022795 emam:0.4823410569772049 
88 emam emam:0.9342235941727323 shah:0.06577640582726774 
365 emam emam:0.7786167405217802 shah:0.22138325947821993 
874 shah emam:0.8229927297937774 shah:0.1770072702062226 
486 shah emam:0.7035980747348827 shah:0.2964019252651173 
224 shah emam:0.8738076159550248 shah:0.1261923840449752 
157 emam emam:0.9240438070951598 shah:0.07595619290484029 
997 emam emam:0.7704089773295 shah:0.22959102267050008 
604 emam emam:0.9977156460109698 shah:0.002284353989030047 
868 emam emam:0.8662902962032046 shah:0.13370970379679548 
2480 emam emam:0.7375717915485648 shah:0.26242820845143533 
1703 emam emam:0.9690509221067457 shah:0.03094907789325419 
712 emam emam:0.7850695176407645 shah:0.21493048235923554 
694 emam emam:0.9361968501568547 shah:0.06380314984314518 
384 shah shah:0.9809331789130065 emam:0.019066821086993473 
999 emam emam:0.9214111801697136 shah:0.07858881983028648 
611 shah shah:0.5044822806878323 emam:0.49551771931216776 
79 emam emam:0.9998885649816887 shah:1.1143501831145589E-4 
2279 emam emam:0.754853013953493 shah:0.2451469860465069 
1728 emam emam:0.7864076569913186 shah:0.2135923430086812 
244 emam emam:0.9456316441301531 shah:0.05436835586984685 
1737 emam emam:0.9937636511698505 shah:0.006236348830149383 
465 emam emam:0.8815936066760169 shah:0.11840639332398302 
767 emam emam:0.9903209175130694 shah:0.009679082486930498 
332 emam emam:0.996784517903204 shah:0.003215482096795937 
881 emam emam:0.9983991128579413 shah:0.0016008871420588057 
785 emam emam:0.7850695176407645 shah:0.21493048235923554 
782 emam emam:0.9858514573636313 shah:0.01414854263636869 
499 shah emam:0.7376855374155474 shah:0.26231446258445257 
285 emam emam:0.7470587656205686 shah:0.2529412343794315 
129 emam shah:0.5395282375330465 emam:0.46047176246695354 
568 shah shah:0.9454572165053695 emam:0.05454278349463038 
3025 emam emam:0.8250270908801463 shah:0.1749729091198537 
513 emam emam:0.9966131563025148 shah:0.0033868436974852983 
1712 emam emam:0.7929040176172307 shah:0.2070959823827692 
2493 emam emam:0.7982011297518952 shah:0.20179887024810483 
327 emam emam:0.9796184289993317 shah:0.020381571000668147 
152 emam emam:0.9500330729996211 shah:0.04996692700037878 
295 shah shah:0.9999939196481618 emam:6.080351838155067E-6 
2436 emam emam:0.8229927297937774 shah:0.1770072702062226 
1990 emam emam:0.8590319521018737 shah:0.14096804789812625 
2519 emam emam:0.9889838159767511 shah:0.011016184023248861 
368 shah shah:0.9001335288959196 emam:0.09986647110408031 
2930 emam emam:0.9865785887736591 shah:0.013421411226340756 
1859 emam emam:0.8953599963497928 shah:0.10464000365020716 
1823 emam emam:0.8413906703787053 shah:0.1586093296212947 
1000 emam emam:0.7611355720229446 shah:0.23886442797705537 
2186 emam emam:0.9931324103285323 shah:0.0068675896714677975 
293 shah shah:0.8688086263599488 emam:0.13119137364005118 
920 emam emam:0.9939754542981221 shah:0.006024545701878075 
1162 emam emam:0.9996207237199181 shah:3.7927628008183403E-4 
467 shah shah:0.7369603971272882 emam:0.2630396028727118 
1476 emam shah:0.5361613933782948 emam:0.4638386066217052 
350 emam emam:0.9909774557760749 shah:0.009022544223925065 
2606 emam emam:0.993738376784025 shah:0.0062616232159750165 
2167 emam emam:0.9653875000824692 shah:0.0346124999175307 
2250 emam emam:0.9991826548099672 shah:8.173451900328764E-4 
2027 emam emam:0.8559769200336346 shah:0.1440230799663654 
1806 emam emam:0.9903478683945997 shah:0.00965213160540022 
1171 emam emam:0.685881094031319 shah:0.31411890596868086 
2602 emam emam:0.9931324103285323 shah:0.0068675896714677975 
830 shah shah:0.9999993455158112 emam:6.544841887485835E-7 
1299 emam emam:0.9878865691749303 shah:0.012113430825069703 
1487 emam emam:0.9368557339929787 shah:0.06314426600702122 
1197 emam emam:0.9797750037600155 shah:0.02022499623998449 
697 shah emam:0.8819818669173852 shah:0.11801813308261468 
305 shah shah:0.8826527008448204 emam:0.11734729915517962 
282 shah shah:0.9996676398103977 emam:3.3236018960236926E-4 
2556 emam emam:0.8738673870610728 shah:0.12613261293892714 
594 shah shah:0.9999120741927465 emam:8.792580725350495E-5 
1174 emam emam:0.9865785887736591 shah:0.013421411226340756 
220 shah shah:0.865105720421029 emam:0.13489427957897107 
1587 emam emam:0.9992740050002258 shah:7.259949997742191E-4 
537 emam emam:0.7007068895867907 shah:0.2992931104132092 
1471 emam emam:0.7603438164226057 shah:0.23965618357739435 
402 emam emam:0.8229927297937774 shah:0.1770072702062226 
1054 emam emam:0.7301820708528017 shah:0.26981792914719827 
2678 emam emam:0.975870276644998 shah:0.024129723355002096 
306 emam emam:0.9917041266214033 shah:0.008295873378596818 
1427 emam emam:0.8639165492696497 shah:0.13608345073035025 
1882 emam emam:0.9863336614355356 shah:0.013666338564464484 
159 shah shah:0.8166189233874293 emam:0.18338107661257072 
741 shah shah:0.9023975443157932 emam:0.09760245568420667 
2549 emam emam:0.8978538767770634 shah:0.10214612322293654 
1347 emam emam:0.9916522888003408 shah:0.008347711199659213 
2189 emam emam:0.6782822686844497 shah:0.32171773131555037 
1939 emam emam:0.904117186200541 shah:0.09588281379945884 
472 emam emam:0.9973714793940053 shah:0.002628520605994731 
2024 emam emam:0.928424560766514 shah:0.07157543923348607 
1762 emam shah:0.6048844889267497 emam:0.3951155110732502 
1694 emam emam:0.8229927297937774 shah:0.1770072702062226 
1483 emam emam:0.8229927297937774 shah:0.1770072702062226 
1980 emam emam:0.81186881563432 shah:0.18813118436568008 
26 emam emam:0.9867453493199968 shah:0.013254650680003043 
519 shah emam:0.8641517726828962 shah:0.13584822731710378 
724 emam emam:0.8818546983821727 shah:0.11814530161782731 
888 emam emam:0.8229927297937774 shah:0.1770072702062226 
551 emam emam:0.9760330446518746 shah:0.023966955348125513 
1022 emam emam:0.89027198811355 shah:0.10972801188644993 
908 emam emam:0.9444580778329759 shah:0.055541922167024096 
246 shah shah:0.6247863642814769 emam:0.37521363571852306 
115 emam emam:0.9517570994015634 shah:0.04824290059843659 
2818 emam emam:0.9473616868711078 shah:0.05263831312889231 
800 emam emam:0.7750030536831995 shah:0.2249969463168004 
209 shah shah:0.7901425478597013 emam:0.2098574521402987 
2146 emam emam:0.8981281405121003 shah:0.10187185948789973 
2520 emam emam:0.8229927297937774 shah:0.1770072702062226 
63 shah shah:0.5353976761031795 emam:0.4646023238968206 
645 shah shah:0.9994935659184188 emam:5.06434081581256E-4 
1314 emam emam:0.9998430171590786 shah:1.5698284092138077E-4 
2901 emam emam:0.9932274318041967 shah:0.006772568195803287 
754 emam emam:0.8229927297937774 shah:0.1770072702062226 
2127 emam emam:0.8177070645823405 shah:0.18229293541765945 
517 emam emam:0.9984518921198546 shah:0.0015481078801454354 
533 shah shah:0.9882201794170178 emam:0.011779820582982261 
1241 emam emam:0.9086311366503144 shah:0.09136886334968572 
1214 emam emam:0.9965469980968623 shah:0.0034530019031376743 
2098 emam emam:0.9969215277454381 shah:0.003078472254561909 
3001 emam emam:0.6778396117324522 shah:0.32216038826754784 
1931 emam emam:0.9538213084525521 shah:0.04617869154744778 
124 emam emam:0.999535872708484 shah:4.641272915160577E-4 
2307 emam emam:0.9877749453665805 shah:0.012225054633419512 
2058 emam emam:0.9657068600442751 shah:0.034293139955724854 
2069 emam emam:0.9679945468542231 shah:0.03200545314577683 
2674 emam emam:0.7634404670308232 shah:0.23655953296917676 
1322 emam emam:0.9929915203099717 shah:0.007008479690028196 
1039 emam emam:0.5778623101531489 shah:0.4221376898468511 
2969 emam emam:0.931860147583891 shah:0.06813985241610891 
1406 emam emam:0.5054798824439763 shah:0.49452011755602365 
383 shah emam:0.7423799153000777 shah:0.2576200846999223 
1836 emam emam:0.8641789474643043 shah:0.13582105253569565 
284 shah emam:0.6408147569258356 shah:0.35918524307416433 
313 emam emam:0.9911293320761586 shah:0.008870667923841285 
1902 emam emam:0.9739788394884297 shah:0.02602116051157036 
509 shah shah:0.9159846808312945 emam:0.0840153191687055 
1220 emam emam:0.9953866862659767 shah:0.004613313734023262 
2979 emam emam:0.9724503039073478 shah:0.02754969609265228 
2804 emam emam:0.8513520893099863 shah:0.14864791069001376 
642 emam emam:0.8250270908801463 shah:0.1749729091198537 
655 emam emam:0.9929574771767561 shah:0.007042522823243949 
390 shah emam:0.8704111463619844 shah:0.12958885363801556 
891 shah shah:0.7795058327413684 emam:0.2204941672586316 
550 shah emam:0.9517770039663417 shah:0.04822299603365832 
8 shah shah:0.9256811094594665 emam:0.07431889054053362 
2341 emam emam:0.9703979282978977 shah:0.029602071702102276 
2473 emam emam:0.9604446393947681 shah:0.03955536060523196 
1256 emam emam:0.8441758404371403 shah:0.15582415956285958 
204 shah emam:0.9154507671102652 shah:0.08454923288973473 
2935 emam emam:0.9862380777260882 shah:0.013761922273911773 
1278 emam emam:0.6273809504567626 shah:0.3726190495432374 
1543 emam emam:0.6800869422818344 shah:0.31991305771816564 
2722 emam emam:0.988844418041599 shah:0.01115558195840101 
783 emam emam:0.9698898786269132 shah:0.030110121373086815 
2870 emam emam:0.6596290662447538 shah:0.34037093375524624 
1294 emam emam:0.9994650530250972 shah:5.349469749028639E-4 
7 shah shah:0.9215921538226548 emam:0.07840784617734506 
2947 emam emam:0.8229927297937774 shah:0.1770072702062226 
147 emam emam:0.5981382009295906 shah:0.4018617990704094 
625 shah shah:0.9999897633590927 emam:1.0236640907137503E-5 
1055 emam emam:0.9855367349858914 shah:0.014463265014108436 
1078 emam emam:0.9377428461941554 shah:0.0622571538058446 
685 shah emam:0.8652275256631855 shah:0.13477247433681447 
480 shah emam:0.859552635842585 shah:0.14044736415741496 
1354 emam emam:0.8554403736630548 shah:0.1445596263369453 
222 shah shah:0.9652360500361133 emam:0.0347639499638866 
2392 emam emam:0.8761318654216789 shah:0.123868134578321 
421 shah shah:0.7472586818820491 emam:0.25274131811795086 
2131 emam emam:0.9980266524443155 shah:0.001973347555684414 
1858 emam emam:0.8042283273969141 shah:0.1957716726030859 
13 shah shah:0.7972452751220804 emam:0.20275472487791957 
213 emam emam:0.6689210640927249 shah:0.331078935907275 
571 emam emam:0.9993233502583452 shah:6.766497416548276E-4 
937 emam emam:0.8229927297937774 shah:0.1770072702062226 
2023 emam emam:0.9913679489608674 shah:0.008632051039132498 
462 shah shah:0.5772053513857272 emam:0.4227946486142729 
810 emam emam:0.6843848472975197 shah:0.3156151527024803 
1687 emam emam:0.9873662804521784 shah:0.01263371954782155 
2164 emam emam:0.9072248149965774 shah:0.09277518500342265 
494 shah emam:0.7919382744183949 shah:0.20806172558160502 
581 shah shah:0.8803330455934607 emam:0.11966695440653917 
1630 emam emam:0.9984881092197174 shah:0.001511890780282555 
472 shah shah:0.8120269859580377 emam:0.1879730140419624 
1900 emam emam:0.9983854872276613 shah:0.001614512772338656 
654 shah shah:0.9586413472819247 emam:0.04135865271807538 
1541 emam emam:0.9135728973562435 shah:0.08642710264375654 
2789 emam emam:0.9839661637994591 shah:0.016033836200540906 
1204 emam emam:0.907631338631129 shah:0.09236866136887097 
35 shah emam:0.7693514910573082 shah:0.2306485089426918 
66 shah emam:0.9119828118814114 shah:0.08801718811858866 
2220 emam emam:0.7966801263836666 shah:0.20331987361633344 
1557 emam emam:0.9076415515946032 shah:0.09235844840539671 
1433 emam emam:0.9883644937514069 shah:0.011635506248593008 
739 shah shah:0.7658082020107188 emam:0.23419179798928122 
1310 emam emam:0.8831797937104713 shah:0.11682020628952865 
548 emam emam:0.9241147234182581 shah:0.07588527658174195 
1325 emam emam:0.904117186200541 shah:0.09588281379945884 
384 emam emam:0.9619079365522564 shah:0.03809206344774365 
1399 emam emam:0.8898791040415964 shah:0.11012089595840359 
1213 emam emam:0.9692790838329829 shah:0.030720916167017175 
1895 emam emam:0.9258572015461636 shah:0.07414279845383644 
727 emam emam:0.8521161802269823 shah:0.14788381977301768 
2199 emam emam:0.9085145270154683 shah:0.09148547298453173 
325 shah shah:0.9939497198123823 emam:0.006050280187617691 
2987 emam emam:0.8317250215373708 shah:0.1682749784626292 
897 emam emam:0.9864347766100701 shah:0.013565223389929968 
406 shah emam:0.8396220986091832 shah:0.16037790139081687 
2840 emam emam:0.7634404670308232 shah:0.23655953296917676 
2377 emam emam:0.6594358433342066 shah:0.34056415666579354 
421 emam emam:0.9258572015461636 shah:0.07414279845383644 
802 emam emam:0.9866785524301726 shah:0.013321447569827385 
448 emam emam:0.9960205232431417 shah:0.003979476756858343 
164 emam emam:0.9953329756022687 shah:0.004667024397731203 
9 emam emam:0.748037888066196 shah:0.2519621119338039 
2884 emam emam:0.9606364689563143 shah:0.03936353104368571 
1349 emam emam:0.8080565085028386 shah:0.19194349149716142 
237 emam emam:0.950684579833858 shah:0.04931542016614201 
1161 emam emam:0.97080966007549 shah:0.029190339924510093 
97 emam emam:0.9789453148843933 shah:0.02105468511560672 
966 emam emam:0.8247671505281783 shah:0.17523284947182174 
2496 emam emam:0.9449795641336096 shah:0.05502043586639051 
1121 emam emam:0.6698917531208707 shah:0.3301082468791293 
427 emam emam:0.9278175416935893 shah:0.07218245830641064 
1139 emam emam:0.8401429656777366 shah:0.1598570343222634 
766 emam emam:0.9887082583672313 shah:0.011291741632768785 
2009 emam emam:0.9857255275667461 shah:0.014274472433253874 
2576 emam emam:0.8885168860017044 shah:0.1114831139982956 
2982 emam emam:0.9963927102986518 shah:0.003607289701348081 
1746 emam emam:0.7659644522165434 shah:0.2340355477834565 
340 emam emam:0.9999017271315024 shah:9.827286849770859E-5 
578 emam emam:0.9511438911637268 shah:0.04885610883627327 
498 shah shah:0.7618379954125458 emam:0.23816200458745423 
2181 emam emam:0.9342235941727323 shah:0.06577640582726774 
2773 emam emam:0.8008916168246899 shah:0.1991083831753101 
1624 emam emam:0.9650440870177324 shah:0.03495591298226769 
355 emam emam:0.8600996009488745 shah:0.13990039905112545 
3008 emam emam:0.7919404740550767 shah:0.2080595259449232 
2845 emam emam:0.8596312653895807 shah:0.14036873461041918 
1182 emam shah:0.5339633395783896 emam:0.4660366604216103 
917 emam emam:0.933635046999674 shah:0.06636495300032595 
2424 emam emam:0.8264532256152552 shah:0.17354677438474464 
1155 emam emam:0.9818194612477775 shah:0.018180538752222607 
353 emam emam:0.9877769263276205 shah:0.012223073672379504 
2793 emam emam:0.9492343309677795 shah:0.05076566903222035 
2432 emam emam:0.7102625114294727 shah:0.28973748857052734 
709 shah shah:0.7595658080936223 emam:0.24043419190637766 
890 shah shah:0.9995245203776798 emam:4.75479622320233E-4 
2021 emam emam:0.9799763105011193 shah:0.020023689498880573 
1953 emam emam:0.5849083224000664 shah:0.41509167759993365 
2202 emam emam:0.868998961880506 shah:0.1310010381194941 
2270 emam emam:0.9665383464911439 shah:0.033461653508855965 
1304 emam emam:0.9866825975999711 shah:0.013317402400028792 
1195 emam emam:0.9857480130681106 shah:0.014251986931889508 
1578 emam emam:0.8583012612057401 shah:0.14169873879425995 
2134 emam emam:0.9794786346236407 shah:0.020521365376359225 
948 emam emam:0.8578904927720703 shah:0.14210950722792973 
639 emam emam:0.8097599799629213 shah:0.19024002003707874 
2016 emam emam:0.9998835907338423 shah:1.1640926615779935E-4 
781 emam emam:0.6383502508221338 shah:0.36164974917786624 
10 emam emam:0.946403984518604 shah:0.05359601548139611 
23 shah emam:0.7850695176407645 shah:0.21493048235923554 
172 emam emam:0.8900772408196037 shah:0.10992275918039635 
2382 emam emam:0.8794049521869973 shah:0.12059504781300262 
1652 emam emam:0.8858276081540492 shah:0.11417239184595081 
51 emam emam:0.958598078101723 shah:0.04140192189827686 
2861 emam emam:0.9945622122143959 shah:0.0054377877856041715 
2811 emam emam:0.9892806436741015 shah:0.01071935632589848 
731 shah shah:0.8044222552394772 emam:0.1955777447605228 
1333 emam emam:0.9243866183800628 shah:0.07561338161993726 
529 emam emam:0.9429871783544639 shah:0.05701282164553611 
1103 emam emam:0.9238149842199875 shah:0.07618501578001234 
2636 emam emam:0.924285800956011 shah:0.07571419904398909 
69 shah emam:0.8393287600859793 shah:0.16067123991402057 
1003 emam emam:0.8535476762256632 shah:0.1464523237743367 
317 shah shah:0.9985102075164121 emam:0.0014897924835879004 
573 emam emam:0.9985772038857881 shah:0.0014227961142119997 
927 emam emam:0.9992625788229808 shah:7.37421177019144E-4 
2502 emam emam:0.971914879820308 shah:0.02808512017969211 
2108 emam emam:0.8844912056878942 shah:0.11550879431210577 
415 shah emam:0.9348305637622197 shah:0.0651694362377802 
1262 emam emam:0.8918024472864876 shah:0.10819755271351232 
1438 emam emam:0.9991869076118863 shah:8.130923881135931E-4 
2365 emam emam:0.7983132340305551 shah:0.201686765969445 
1547 emam emam:0.9590066389774798 shah:0.04099336102252 
2149 emam emam:0.9114930029932407 shah:0.08850699700675936 
2741 emam emam:0.8828754675878415 shah:0.11712453241215841 
680 shah shah:0.9088042647763085 emam:0.09119573522369145 
2705 emam emam:0.9001230420191279 shah:0.0998769579808721 
1010 emam emam:0.9704210873210153 shah:0.02957891267898471 
247 shah shah:0.9906701387628378 emam:0.009329861237162246 
723 emam emam:0.8371158266954831 shah:0.16288417330451677 
648 emam emam:0.7343959566503118 shah:0.26560404334968823 
1446 emam emam:0.9756736859919387 shah:0.024326314008061376 
735 emam emam:0.8785347682405548 shah:0.12146523175944511 
1682 emam emam:0.9999470237849419 shah:5.29762150581314E-5 
1868 emam emam:0.6549416001792938 shah:0.3450583998207063 
268 emam emam:0.9238528516137751 shah:0.076147148386225 
1229 emam emam:0.9504781603816956 shah:0.04952183961830438 
376 shah shah:0.9659161076702337 emam:0.03408389232976616 
2038 emam emam:0.9912623284595034 shah:0.008737671540496763 
2792 emam emam:0.9788503496909883 shah:0.021149650309011777 
478 shah emam:0.7936066815839353 shah:0.20639331841606473 
397 shah emam:0.89027198811355 shah:0.10972801188644993 
677 emam emam:0.8319561996063946 shah:0.1680438003936055 
2603 emam emam:0.9998409914640389 shah:1.5900853596114925E-4 
2536 emam emam:0.999382552351509 shah:6.17447648491088E-4 
980 emam emam:0.9946741577880485 shah:0.005325842211951662 
666 emam emam:0.9801859072212911 shah:0.019814092778709044 
